id;ddv;ddvs;rdv;mode;com;rec;motif;lun_m;lun_a;mar_m;mar_a;mer_m;mer_a;jeu_m;jeu_a;ven_m;ven_a
1441;;[];;;;PVM1;;;;;;;;;;;
1442;;[];;;;PVM1;;;;;;;;;;;
1443;;[];;;;PVM1;;09:00-13:00(R);;;;;;;14:00-20:00(R);09:00-13:00(R);
1444;;[];;;;PVM1;;;;;;;;;;;
1445;;[];;;;PVM1;;;;;;;;;;;
1446;;[];;;;PVM1;;;;;;;;;;;
1447;;[];;;;PVM1;;;;;;;;;;;
1448;;[];;;;PVM1;;;;;;;;;;;
1449;2023-09-14 09:45:00;[Timestamp('2023-09-14 09:45:00')];;;;;;;;;;;;;;;
1450;;[];;;;PVM1;;09:30-12:30(R);;09:30-11:00(R);15:00-18:30(R);09:30-12:30(R);;09:30-12:30(R);15:00-18:30(R);09:30-12:30(R);
1451;;[];;;;PVM1;;08:00-14:00(R);14:00-18:00(R);13:30-14:00(R);14:00-18:00(R);08:00-14:00(R);14:00-18:00(R);13:30-14:00(R);14:00-18:00(R);08:00-14:00(R);14:00-18:00(R)
1452;;[];;;;PVM1;;;;;;;;;;;
1453;;[];;;;PVM1;;;;;;;;;;;
1454;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1455;;[];;;;PVM1;;;;;;;;;;;
1456;;[];;;;PVM1;;10:00-14:00(R);14:00-16:00(R);10:00-14:00(R);14:00-16:00(R);;;11:00-14:00(R);14:00-19:00(R);11:00-14:00(R);14:00-17:00(R)
1457;;[];;;;PVM1;;;;;;;;;;;
1458;;[];;;;PVM1;;;;;;;;;;;
1459;;[];;;;PVM1;;;;;;;;;;;
1460;;[];;;;PVM1;;;;;;;;;;;
1461;;[];;;;PVM1;;;;;;;;;;;
1462;;[];;;;PVM1/NV22;;;;;;;;;;;
1463;;[];;;;PVM1;;;;;;;;;;;
1464;;[];;;;PVM1;;;;;;;;;;;
1465;;[];;;;PVM1;;09:00-14:00(R);14:00-18:00(R);;14:00-19:00(R);;;09:00-14:00(R);14:00-19:00(R);09:00-13:00(R);
1466;2023-11-23 13:30:00;[Timestamp('2023-11-23 13:30:00')];;;;PVM1;;09:15-14:00(R);14:00-19:15(R);09:15-14:00(R);14:00-19:15(R);09:15-14:00(R);14:00-19:15(R);09:15-14:00(R);14:00-19:15(R);09:15-14:00(R);14:00-19:15(R)
1467;;[];;;;PVM1;;;;;;;;;;;
1468;;[];;;;PVM1;;;;;;;;;;;
1469;;[];;;;PVM1;;11:00-14:00(R);14:00-18:00(R);12:00-14:00(R);14:00-19:30(R);12:00-14:00(R);14:00-19:30(R);12:00-14:00(R);14:00-19:30(R);09:30-14:00(L);14:00-16:00(L)
1470;;[];;;;PVM1;;;;;;;;;;;
1471;;[];;;;PVM1;;;;;;;;;;;
1472;;[];;;;PVM1;;;;;;;;;;;
1473;;[];;;;PVM1;;;;;;;;;;;
1474;;[];;;;;;;;;;;;;;;
1475;;[];;;;PVM1;;;;;;;;;;;
1476;;[];;;;PVM1;;;;;;;;;;;
1477;;[];;;;;;;;;;;;;;;
1478;;[];;;;;;;;;;;;;;;
1479;;[];;;;PVM1;;;;;;;;;;;
1480;;[];;;;PVM1;;09:00-14:00(R);14:00-18:00(R);09:00-14:00(R);14:00-18:00(R);09:10-12:30(R);;;;09:00-14:00(R);14:00-18:00(R)
1481;;[];;;;;;;;;;;;;;;
1482;;[];;;;PVM1;;;;;;;;;;;
1483;2023-10-03 00:00:00;[];;;;PVM1;;;;;;;;;;;
1484;;[];;;;;;;;;;;;;;;
1485;;[];;;;PVM1;;;;;;;;;;;
1486;;[];;;;PVM1;;;;;;;;;;;
1487;;[];;;;PVM1;;;;;;;;;;;
1488;;[];;;;PVM1;;;;;;;;;;;
1489;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1490;;[];;;;PVM1;;;;;;;;;;;
1491;;[];;;;PVM1;;;;;;;;;;;
1492;;[];;;;PVM1;;;;;;;;;;;
1493;;[];;;;PVM1;;;;;;;;;;;
1494;;[];;;;PVM1;;;;;;;;;;;
1495;;[];;;;PVM1;;;;;;;;;;;
1496;2023-10-09 13:30:00;[Timestamp('2023-10-09 13:30:00')];;;;PVM1;;08:30-14:00(R);14:00-18:00(R);08:30-14:00(R);14:00-18:00(R);08:30-14:00(R);14:00-18:00(R);08:30-14:00(R);14:00-18:00(R);08:30-14:00(R);14:00-18:00(R)
1497;;[];;;;;;;;;;;;;;;
1498;;[];;;;PVM1;;08:30-14:00(R);14:00-19:00(R);08:30-14:00(R);14:00-19:00(R);08:30-13:00(R);;;;08:30-14:00(R);14:00-18:00(R)
1499;;[];;;;PVM1;;;;;;;;;;;
1500;;[];;;;PVM1;;;;;;;;;;;
1501;2023-11-23 11:30:00;[Timestamp('2023-11-23 11:30:00')];;;;;;;;;;;;;;;
1502;;[];;;;PVM1;;;;;;;;;;;
1503;;[];;;;PVM1;;;;;;;;;;;
1504;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-13:00(R);;09:30-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);09:00-13:00(R);
1505;2023-09-28 11:45:00;[Timestamp('2023-09-28 11:45:00')];;;GASTRO ENTÉRO;PVM1;;;;;;;;;;;
1506;;[];;NRP;À DÉCIBLER;NON;PAS INTÉRESSÉ PAR TDAH;;;;;;;;;;
1507;;[];;;;PVM1;;09:00-14:00(R);14:00-18:20(R);09:00-14:00(R);14:00-18:00(R);09:00-14:00(R);14:00-18:00(R);09:00-14:00(R);14:00-18:40(R);09:00-14:00(R);14:00-18:00(R)
1508;;[];;;PMI;PVM1;;;;;;;;;;;
1509;;[];;;;PVM1;;08:00-14:00(R);14:00-18:00(R);08:00-14:00(R);14:00-18:00(R);08:00-14:00(R);14:00-18:00(R);08:00-14:00(R);14:00-18:00(R);08:00-14:00(R);14:00-18:00(R)
1510;;[];;?;SMS 02/02/24;?;;;;;;;;;;;
1511;;[];;;;;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1512;;[];;;;;;;;;;;;;;;
1513;;[];;;;PVM1;;;;;;;;;;;
1514;;[];;;;PVM1;;;;;;;;;;;
1515;2024-01-28 10:00:00;[Timestamp('2024-01-28 10:00:00'), Timestamp('2023-09-27 16:00:00')];;;;;;;;;;;;;;;
1516;;[];;;;PVM1;;;;;;;;;;;
1517;;[];;;;PVM1;;;;;;;;;;;
1518;;[];;;;PVM1;;;;;;;;;;;
1519;;[];;;;PVM1;;;;;;;;;;;
1520;;[];;;;PVM1;;;;;;;;;;;
1521;2023-10-16 00:00:00;[];;NRP;CONGÉ MATERINITÉ;NON;;;;;;;;;;;
1522;;[];;;;PVM1;;;;;;;;;;;
1523;;[];;;PÉDOPSYCHIATRIE;PVM1;;;;;;;;;;;
1524;;[];;;;PVM1;;;;;;;;;;;
1525;;[];;;;PVM1;;;;;;;;;;;
1526;;[];;;;PVM1;;;;;;;;;;;
1527;;[];;;PMI;PVM1;;;;;;;;;;;
1528;;[];;;;PVM1;;;;;;;;;;;
1529;;[];;;;PVM1;;;;;;;;;;;
1530;;[];;;;PVM1;;;;;;;;;;;
1531;;[];;;;PVM1;;;;;;;;;;;
1532;;[];;;;PVM1;;;;;;;;;;;
1533;;[];;;;PVM1;;;;;;;;;;;
1534;;[];;;;PVM1;;;;;;;;;;;
1535;;[];;;;PVM1;;;;;;;;;;;
1536;;[];;?;NEUROSTIM;?;;;;;;;;;;;
1537;2024-01-10 12:00:00;[Timestamp('2024-01-10 12:00:00'), Timestamp('2023-07-12 10:30:00')];True;RDV;;OUI;;;;;;;;;;;
1538;;[];;;;PVM1;;;;;;;;;;;
1539;;[];;;;PVM1;;;;;;;;;;;
1540;;[];;;;PVM1;;;;;;;;;;;
1541;;[];;;;PVM1;;;;;;;;;;;
1542;;[];;;;PVM1;;;;;;;;;;;
1543;;[];;;;PVM1;;;;;;;;;;;
1544;;[];;;;PVM1;;;;;;;;;;;
1545;;[];;;;PVM1;;;;;;;;;;;
1546;;[];;;;PVM1;;;;;;;;;;;
1547;;[];;;;PVM1;;;;;;;;;;;
1548;2023-11-23 15:30:00;[Timestamp('2023-11-23 15:30:00')];;;;PVM1;;;;;;;;;;;
1549;;[];;;;PVM1;;;;;;;;;;;
1550;;[];;;;PVM1;;;;;;;;;;;
1551;;[];;;;PVM1;;;;;;;;;;;
1552;;[];;;;PVM1;;;;;;;;;;;
1553;;[];;;;PVM1;;;;;;;;;;;
1554;;[];;;;PVM1;;;;;;;;;;;
1555;;[];;;;PVM1;;;;;;;;;;;
1556;;[];;;;PVM1;;;;;;;;;;;
1557;;[];;;;PVM1;;;;;;;;;;;
1558;;[];;;;NON;RETRATE;;;;;;;;;;
1559;;[];;;;PVM1;;;;;;;;;;;
1560;;[];;;;PVM1;;;;;;;;;;;
1561;;[];;;;;;;;;;;;;;;
1562;;[];;;;PVM1;;;;;;;;;;;
1563;;[];;;;PVM1;;;;;;;;;;;
1564;;[];;;;PVM1;;;;;;;;;;;
1565;;[];;;;PVM1;;;;;;;;;;;
1566;;[];;;;PVM1;;;;;;;;;;;
1567;;[];;;;PVM1;;;;;;;;;;;
1568;;[];;;;PVM1;;;;;;;;;;;
1569;;[];;;;PVM1;;;;;;;;;;;
1570;;[];;;;PVM1;;;;;;;;;;;
1571;;[];;;;PVM1;;;;;;;;;;;
1572;;[];;;;PVM1;;;;;;;;;;;
1573;;[];;;;PVM1;;;;;;;;;;;
1574;;[];;;;PVM1;;;;;;;;;;;
1575;;[];;?;MAIL DOCTOLIB 01/02/24;PVM1/NV22;;;;;;;;;;;
1576;;[];;;;PVM1;;;;;;;;;;;
1577;;[];;;;PVM1;;;;;;;;;;;
1578;;[];;;;;;;;;;;;;;;
1579;;[];;;;PVM1;;;;;;;;;;;
1580;2023-10-06 00:00:00;[];;;;PVM1;;;;;;;;;;;
1581;;[];;;;PVM1;;;;;;;;;;;
1582;;[];;;;PVM1;;;;;;;;;;;
1583;;[];;;;PVM1;;;;;;;;;;;
1584;;[];;;;PVM1;;;;;;;;;;;
1585;;[];;;;PVM1;;;;;;;;;;;
1586;;[];;;;PVM1;;;;;;;;;;;
1587;;[];;;;PVM1;;;;;;;;;;;
1588;;[];;?;SECRÉTAIRE ME RAPPELLE;?;;;;;;;;;;;
1589;;[];;NRP;;NON;PAS DE TDAH;;;;;;;;;;
1590;;[];;;;PVM1;;;14:00-18:30(?);09:00-14:00(?);14:00-18:30(?);09:00-14:00(?);14:00-18:30(?);;;;14:00-18:30(?)
1591;;[];;;;PVM1;;;;;;;;;;;
1592;;[];;;;PVM1;;;;;;;;;;;
1593;;[];;;;PVM1;;;;;;;;;;;
1594;;[];;;;PVM1;;;;;;;;;;;
1595;;[];;;;PVM1;;;;;;;;;;;
1596;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1597;;[];;;;PVM1;;;;;;;;;;;
1598;;[];;;;PVM1;;;;;;;;;;;
1599;;[];;;;PVM1;;;;;;;;;;;
1600;;[];;;;PVM1;;;;;;;;;;;
1601;;[];;NRP;;NON;PAS DE TDAH;;;;;;;;;;
1602;;[];;?;MAIL;?;;;;;;;;;;;
1603;;[];;;;PVM1;;;;;;;;;;;
1604;;[];;;;PVM1;;;;;;;;;;;
1605;;[];;;;PVM1;;;;;;;;;;;
1606;;[];;?;SMS + VOICE MAIL 01/02/24;?;;;;;;;;;;;
1607;;[];;;;PVM1;;;;;;;;;;;
1608;;[];;;;PVM1;;;;;;;;;;;
1609;;[];;;;PVM1;;;;;;;;;;;
1610;;[];;;;PVM1;;;;;;;;;;;
1611;;[];;;;PVM1;;;;;;;;;;;
1612;;[];;;;PVM1;;;;;;;;;;;
1613;;[];;;;PVM1;;;;;;;;;;;
1614;;[];;;;;;;;;;;;;;;
1615;;[];;;;PVM1;;;;;;;;;;;
1616;;[];;;;PVM1;;;;;;;;;;;
1617;;[];;;;PVM1;;;;;;;;;;;
1618;;[];;;;PVM1;;;;;;;;;;;
1619;;[];;;;PVM1;;;;;;;;;;;
1620;;[];;;;PVM1;;;;;;;;;;;
1621;;[];;;;PVM1;;;;;;;;;;;
1622;;[];;;;PVM1;;;;;;;;;;;
1623;;[];True;?;;?;;;;;;;;;;;
1624;;[];;;;PVM1;;;;;;;;;;;
1625;;[];;;;PVM1;;;;;;;;;;;
1626;;[];;;;PVM1;;;;;;;;;;;
1627;;[];;;;PVM1;;;;;;;;;;;
1628;;[];;;;PVM1;;;;;;;;;;;
1629;;[];;;;PVM1;;;;;;;;;;;
1630;;[];;;;PVM1;;;;;;;;;;;
1631;;[];;;;PVM1;;;;;;;;;;;
1632;;[];;;;PVM1;;;;;;;;;;;
1633;;[];;;;PVM1;;;;;;;;;;;
1634;;[];;;;PVM1;;;;;;;;;;;
1635;;[];;;;PVM1;;;;;;;;;;;
1636;;[];;;;PVM1;;;;;;;;;;;
1637;2023-12-04 11:30:00;[Timestamp('2023-12-04 11:30:00')];;;;PVM1;;;;;;;;;;;
1638;;[];;;;PVM1;;;;;;;;;;;
1639;;[];;;;PVM1;;;;;;;;;;;
1640;;[];;;;PVM1;;;;;;;;;;;
1641;;[];;;;PVM1;;;;;;;;;;;
1642;;[];;;;;;;;;;;;;;;
1643;;[];;;;PVM1;;;;;;;;;;;
1644;;[];;;;PVM1;;;;;;;;;;;
1645;;[];;;;PVM1;;;;;;;;;;;
1646;;[];;;;PVM1;;;;;;;;;;;
1647;;[];;;;PVM1;;;;;;;;;;;
1648;;[];;;;PVM1;;;;;;;;;;;
1649;;[];;;;PVM1;;;;;;;;;;;
1650;;[];;;;PVM1;;;;;;;;;;;
1651;;[];;;;;;;;;;;;;;;
1652;;[];;;;PVM1;;;;;;;;;;;
1653;;[];;;;PVM1;;;;;;;;;;;
1654;;[];;;;PVM1;;;;;;;;;;;
1655;;[];;;;PVM1;;;;;;;;;;;
1656;;[];;;;PVM1;;;;;;;;;;;
1657;;[];;;;;;;;;;;;;;;
1658;;[];;;;PVM1;;;;;;;;;;;
1659;;[];;;;PVM1;;;;;;;;;;;
1660;;[];;;;PVM1;;;;;;;;;;;
1661;;[];;;;PVM1;;;;;;;;;;;
1662;;[];;;;PVM1;;;;;;;;;;;
1663;;[];;;;PVM1;;;;;;;;;;;
1664;;[];;;;PVM1;;;;;;;;;;;
1665;;[];;;;PVM1;;;;;;;;;;;
1666;;[];;;;PVM1;;;;;;;;;;;
1667;;[];;;;PVM1;;;;;;;;;;;
1668;;[];;;;PVM1;;;;;;;;;;;
1669;2024-02-23 14:30:00;[Timestamp('2024-02-23 14:30:00'), Timestamp('2023-07-24 09:30:00')];;;;PVM1/NV22;;;;;;;;;;;
1670;2024-01-16 15:00:00;[Timestamp('2024-01-16 15:00:00')];True;RDV;via TEL;OUI;;;;;;;;;;;
1671;;[];;;;;;;;;;;;;;;
1672;;[];;;;PVM1;;;;;;;;;;;
1673;;[];;;;;;;;;;;;;;;
1674;;[];;;;PVM1;;;;;;;;;;;
1675;;[];;;;PVM1;;;;;;;;;;;
1676;;[];;;;PVM1;;;;;;;;;;;
1677;;[];;;;PVM1;;;;;;;;;;;
1678;;[];;;;PVM1;;;;;;;;;;;
1679;;[];;;;PVM1;;;;;;;;;;;
1680;;[];;;;PVM1;;;;;;;;;;;
1681;;[];;;;PVM1;;;;;;;;;;;
1682;;[];;;;PVM1;;;;;;;;;;;
1683;;[];;;;PVM1;;;;;;;;;;;
1684;;[];;;;PVM1/NV22;;;;;;;;;;;
1685;;[];;;;PVM1;;;;;;;;;;;
1686;;[];;;;PVM1;;;;;;;;;;;
1687;;[];;;;PVM1;;;;;;;;;;;
1688;;[];;;;PVM1;;; ;;;;;;;;
1689;;[];;;;;;;;;;;;;;;
1690;;[];;;;PVM1;;;;;;;;;;;
1691;;[];;;;PVM1;;;;;;;;;;;
1692;;[];;;;;;;;;;;;;;;
1693;;[];;;;PVM1;;;;;;;;;;;
1694;;[];;;;PVM1;;;;;;;;;;;
1695;;[];;;;PVM1;;;;;;;;;;;
1696;;[];;;;;;;;;;;;;;;
1697;;[];;;CALL MON TOE THU;PVM1;;;;;;;;;;;
1698;;[];;;;;;;;;;;;;;;
1699;;[];;;;PVM1;;;;;;;;;;;
1700;;[];;;;PVM1;;;;;;;;;;;
1701;;[];;;;NON;NRP;;;;;;;;;;
1702;;[];;;;PVM1;;;;;;;;;;;
1703;;[];;;;PVM1;;;;;;;;;;;
1704;;[];;;;PVM1;;;;;;;;;;;
1705;;[];;;;PVM1;;;;;;;;;;;
1706;;[];;;;PVM1;;;;;;;;;;;
1707;;[];;;;PVM1;;;;;;;;;;;
1708;;[];;?;COO. AU SECRÉTARIAT;?;;;;;;;;;;;
1709;;[];;;;PVM1;;;;;;;;;;;
1710;;[];;;;PVM1;;;;;;;;;;;
1711;;[];;;;PVM1;;;;;;;;;;;
1712;;[];;;;PVM1;;;;;;;;;;;
1713;;[];;;;PVM1;;;;;;;;;;;
1714;;[];;;;PVM1;;;;;;;;;;;
1715;;[];;;;;;;;;;;;;;;
1716;;[];;;;PVM1;;;;;;;;;;;
1717;;[];;;;PVM1;;;;;;;;;;;
1718;;[];;NRP;À DÉCIBLER;NON;NE RECOIT PAS LES LABOS;;;;;;;;;;
1719;;[];;;;PVM1;;;;;;;;;;;
1720;;[];;;;PVM1;;;;;;;;;;;
1721;;[];;;;PVM1;;;;;;;;;;;
1722;;[];;;;PVM1;;;;;;;;;;;
1723;;[];;;;PVM1;;;;;;;;;;;
1724;;[];;;;PVM1;;;;;;;;;;;
1725;;[];;?;`;?;;;;;;;;;;;
1726;;[];;;;PVM1;;;;;;;;;;;
1727;;[];;;;PVM1;;;;;;;;;;;
1728;;[];;;;PVM1;;;;;;;;;;;
1729;;[];;NRP;;NON;NE RECOIT PAS LES LABOS;;;;;;;;;;
1730;;[];;;;PVM1;;;;;;;;;;;
1731;;[];;;;PVM1;;;;;;;;;;;
1732;;[];;;;PVM1;;;;;;;;;;;
1733;;[];;;;PVM1;;;;;;;;;;;
1734;;[];;;PÉDOPSYCHIATRIE;PVM1;;;;;;;;;;;
1735;2023-11-06 10:30:00;[Timestamp('2023-11-06 10:30:00')];;;;;;;;;;;;;;;
1736;;[];;;;PVM1;;;;;;;;;;;
1737;;[];;;;PVM1;;;;;;;;;;;
1738;;[];;;;PVM1;;;;;;;;;;;
1739;2023-11-27 11:00:00;[Timestamp('2023-11-27 11:00:00')];;;;PVM1;;;;;;;;;;;
1740;;[];;;;PVM1;;;;;;;;;;;
1741;;[];;;;;;;;;;;;;;;
1742;;[];;;;PVM1;;;;;;;;;;;
1743;;[];;;;PVM1;;;;;;;;;;;
1744;;[];;;;PVM1;;;;;;;;;;;
1745;;[];;;;PVM1;;;;;;;;;;;
1746;;[];;;;PVM1;;;;;;;;;;;
1747;;[];;;;;;;;;;;;;;;
1748;;[];;;;PVM1;;;;;;;;;;;
1749;;[];;NRP;;NON;VM ROBERT DEBRÉ;;;;;;;;;;
1750;;[];;;;PVM1;;;;;;;;;;;
1751;;[];;;;PVM1;;;;;;;;;;;
1752;;[];;;;PVM1;;;;;;;;;;;
1753;;[];;;;PVM1;;;;;;;;;;;
1754;;[];;;;PVM1;;;;;;;;;;;
1755;;[];;;;PVM1;;;;;;;;;;;
1756;;[];;;;PVM1;;;;;;;;;;;
1757;;[];;;;PVM1;;;;;;;;;;;
1758;;[];;;PÉDOPSYCHIATRIE;PVM1;;;;;;;;;;;
1759;;[];;;;PVM1;;;;;;;;;;;
1760;;[];;;PÉDOPSYCHIATRIE;PVM1;;;;;;;;;;;
1761;;[];;;;OUI;ACCORD DONNÉ PAR MAIL;;;;;;;;;;
1762;;[];;;;PVM1;;;;;;;;;;;
1763;;[];;;;PVM1;;;;;;;;;;;
1764;;[];;;;PVM1;;;;;;;;;;;
1765;;[];;;;PVM1;;;;;;;;;;;
1766;;[];;;;PVM1;;;;;;;;;;;
1767;;[];;;;PVM1;;;;;;;;;;;
1768;;[];;;;PVM1;;;;;;;;;;;
1769;;[];;;;PVM1;;;;;;;;;;;
1770;;[];;;;PVM1;;;;;;;;;;;
1771;;[];;;;PVM1;;;;;;;;;;;
1772;;[];;;;PVM1;;;;;;;;;;;
1773;;[];;;;PVM1;;;;;;;;;;;
1774;;[];;;;PVM1;;;;;;;;;;;
1775;;[];;;;PVM1;;;;;;;;;;;
1776;;[];;;;PVM1;;;;;;;;;;;
1777;;[];;;;;;;;;;;;;;;
1778;;[];;NRP;À DÉCIBLER;NON;NE RECOIT PAS LES LABOS;;;;;;;;;;
1779;;[];;;;PVM1;;;;;;;;;;;
1780;;[];;;;PVM1;;;;;;;;;;;
1781;;[];;;;;;;;;;;;;;;
1782;;[];;?;SMS 01/02/24  LU;?;;;;;;;;;;;
1783;;[];;NRP;;NON;REÇOIT À LA PÎTIÉ;;;;;;;;;;
1784;;[];;;;PVM1;;;;;;;;;;;
1785;;[];;;;PVM1;;;;;;;;;;;
1786;;[];;NRP;;NON;RETRAITE;;;;;;;;;;
1787;;[];;;;PVM1;;;;;;;;;;;
1788;;[];;;;PVM1;;;;;;;;;;;
1789;;[];;;;PVM1;;;;;;;;;;;
1790;;[];;?;SECRÉTAIRE ME RAPPELLE;?;;;;;;;;;;;
1791;;[];;;;PVM1;;;;;;;;;;;
1792;;[];;;;PVM1;;;;;;;;;;;
1793;;[];;;;PVM1;;;;;;;;;;;
1794;;[];;;;PVM1;;;;;;;;;;;
1795;;[];;;;PVM1;;09:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-13:00(R);;09:30-14:00(R);14:00-18:00(R);09:30-14:00(R);14:00-15:00(R)
1796;;[];;;;PVM1;;07:45-14:00(R);14:00-17:00(R);07:30-14:00(R);14:00-15:00(R);09:30-14:00(R);14:00-18:15(R);;;09:30-14:00(R);14:00-15:00(R)
1797;;[];;;;PVM1;;;;;;;;;;;
1798;;[];;;;;;;;;;;;;;;
1799;2024-02-06 14:30:00;[Timestamp('2024-02-06 14:30:00')];;;;;;;;;;;;;;;
1800;2024-02-06 14:30:00;[Timestamp('2024-02-06 14:30:00')];;;;;;;;;;;;;;;
1801;2023-11-24 13:30:00;[Timestamp('2023-11-24 13:30:00')];;;;;;;;;;;;;;;
1802;2023-10-11 09:30:00;[Timestamp('2023-10-11 09:30:00')];;;;;;;;;14:00-19:00(R);;;;;09:00-13:00(R);
1803;;[];;;;;;09:20-14:00(R);14:00-18:40(R);09:20-14:00(R);14:00-18:40(R);09:20-14:00(R);14:00-18:40(R);;;;
1804;;[];;;;PVM1;;;;;;;;;;;
1805;;[];;;;PVM1;;;;;;;;;;;
1806;;[];;;;PVM1;;;;;;;;;;;
1807;;[];;;;;;;;;;;;;;;
1808;;[];;;;;;;;;;;;;;;
1809;;[];;;;PVM1;;;;;;;;;;;
1810;;[];;?;MAIL 26/01/24 – CABINET LAFFONT;?;;;;;;;;;;;
1811;;[];;;;PVM1;;;;;;;;;;;
1812;;[];;;;PVM1;;;;;;;;;;;
1813;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1814;;[];;;;;;;;;;;;;;;
1815;;[];;;;PVM1;;;;;;;;;;;
1816;;[];;;;PVM1;;;;;;;;;;;
1817;;[];;;;;;;;;;;;;;;
1818;;[];;;;PVM1;;;;;;;;;;;
1819;;[];;;;PVM1;;;;;;;;;;;
1820;;[];;;;PVM1;;;;;;;;;;;
1821;;[];;;;PVM1;;;;;;;;;;;
1822;;[];;;;PVM1;;;;;;;;;;;
1823;;[];;;;PVM1;;;;;;;;;;;
1824;;[];;;;PVM1;;;;;;;;;;;
1825;;[];;;;;;09:00-12:30(R);;09:00-13:00(R);14:00-18:00(R);;;;;;
1826;;[];;;;PVM1;;;;;;;;;;;
1827;;[];;;CRÉATION;;;;;;;;;;;;
1828;;[];;;CRÉATION;;;;;;;;;;;;
1829;;[];;;;;;;;;;;;;;;
1830;;[];;;;PVM1;;;;;;;;;;;
1831;;[];;;;PVM1;;;;;;;;;;;
1832;;[];;;;PVM1;;;;;;;;;;;
1833;;[];;;;PVM1;;;;;;;;;;;
1834;;[];;;;PVM1;;;;;;;;;;;
1835;;[];;;;PVM1;;;;;;;;;;;
1836;;[];;;;PVM1;;;;;;;;;;;
1837;;[];;;;PVM1;;;;;;;;;;;
1838;;[];;;;PVM1;;;;;;;;;;;
1839;;[];;;;PVM1;;;;;;;;;;;
1840;;[];;;;PVM1;;;;;;;;;;;
1841;;[];;;;PVM1;;;;;;;;;;;
1842;;[];;;;PVM1;;;;;;;;;;;
1843;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1844;;[];;;NÉONAT;PVM1;;;;;;;;;;;
1845;;[];;;;PVM1;;;;;;;;;;;
1846;;[];;;;PVM1;;;;;;;;;;;
1847;;[];;;PÉDOPSYCHIATRIE;PVM1;;;;;;;;;;;
1848;;[];;;GASTRO ENTÉRO;PVM1;;;;;;;;;;;
1849;;[];;;;PVM1;;;;;;;;;;;
1850;;[];;;;PVM1;;;;;;;;;;;
1851;;[];;;;PVM1;;;;;;;;;;;
1852;;[];;;;;;;;;;;;;;;
1853;;[];;;;;;;;;;;;;;;
1854;;[];;;PÉDOPSYCHIATRIE;PVM1;;;;;;;;;;;
1855;;[];;;;PVM1;;;;;;;;;;;
1856;;[];;;;PVM1;;09:00-12:30(R);14:30-18:30(R);09:00-12:30(R);;09:00-12:30(R);14:30-18:30(R);;;09:00-12:30(R);14:30-18:30(R)
1857;;[];;;;;;09:30-14:00(?);14:00-18:00(?);09:30-14:00(?);14:00-18:00(?);09:30-14:00(?);14:00-18:00(?);09:30-14:00(?);14:00-18:00(?);09:30-14:00(?);14:00-18:00(?)
1858;;[];;;;;;;14:00-18:30(?);08:00-14:00(?);14:00-18:30(?);08:00-14:00(?);14:00-18:30(?);08:00-14:00(?);14:00-18:30(?);;
1859;;[];;;;PVM1;;;;;;;;;;;
1860;;[];;?;;?;;;;;;;;;;;
1861;;[];;;;PVM1;;10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R);10:00-14:00(R);14:00-18:00(R)
1862;;[];;;;PVM1;;;;;;;;;;;
1863;;[];;;;;;;;;;;;;;;
1864;;[];;;;PVM1;;;;;;;;;;;
1865;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1866;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1867;;[];;;;PVM1;;;;;;;;;;;
1868;;[];;;;PVM1;;;;;;;;;;;
1869;;[];;;;PVM1;;;;;;;;;;;
1870;;[];;;;PVM1;;;;;;;;;;;
1871;;[];;;;PVM1;;;;;;;;;;;
1872;;[];;;;PVM1;;;;;;;;;;;
1873;;[];;;;PVM1;;;;;;;;;;;
1874;;[];;;;PVM1;;;;;;;;;;;
1875;;[];;;;PVM1;;;;;;;;;;;
1876;;[];;;;PVM1;;;;;;;;;;;
1877;;[];;;;PVM1;;;;;;;;;;;
1878;;[];;;;PVM1;;;;;;;;;;;
1879;;[];;;;;;;;;;;;;;;
1880;;[];;;;PVM1;;09:00-14:00(R);14:00-18:45(R);09:00-14:00(R);14:00-18:45(R);09:00-14:00(R);14:00-18:45(R);09:00-14:00(R);14:00-18:45(R);09:00-14:00(R);14:00-18:45(R)
1881;;[];;;;PVM1;;08:45-14:00(R);14:00-19:30(R);08:45-14:00(R);14:00-19:30(R);08:45-14:00(R);14:00-19:30(R);08:45-14:00(R);14:00-19:30(R);08:45-14:00(R);14:00-19:30(R)
